cost_record_id,facility_id,facility_name,building_id,building_name,timestamp,occupancy,electricity_kwh,hvac_kwh,lighting_kwh,water_liters,electricity_cost,water_cost,maintenance_cost,security_cost,operational_cost,total_cost,expected_cost,cost_variance,cost_variance_percent,potential_savings,cost_per_occupant,inefficiency_type,cost_status,savings_priority,is_cost_inefficiency
COST-000106,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 01:00:00,8,232.85,99.32,46.37,66.64,1979.23,3.67,342.62,187.4,293.17,2806.09,2853.23,-47.14,-1.65,0.0,350.76,NONE,NORMAL,NORMAL,0
COST-000107,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 02:00:00,8,213.09,108.64,28.21,70.2,1811.24,3.86,499.14,195.99,257.99,2768.22,2853.23,-85.01,-2.98,0.0,346.03,NONE,NORMAL,NORMAL,0
COST-000108,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 03:00:00,9,234.46,102.76,44.08,145.78,1992.94,8.02,416.82,193.86,262.36,2874.0,2853.23,20.77,0.73,22.38,319.33,HIGH_WATER_USAGE,NORMAL,LOW,1
COST-000109,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 04:00:00,6,212.97,99.82,39.67,89.41,1810.21,4.92,423.39,177.37,289.38,2705.26,2853.23,-147.97,-5.19,0.0,450.88,NONE,NORMAL,NORMAL,0
COST-000110,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 05:00:00,8,216.08,112.11,28.09,62.27,1836.67,3.42,400.51,195.57,226.46,2662.63,2853.23,-190.59,-6.68,0.0,332.83,NONE,NORMAL,NORMAL,0
COST-000111,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 06:00:00,59,372.24,161.03,58.77,127.72,3164.08,7.02,459.02,162.12,257.45,4049.7,4182.18,-132.48,-3.17,0.0,68.64,NONE,NORMAL,NORMAL,0
COST-000112,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 07:00:00,44,411.46,199.92,70.46,125.78,3497.43,6.92,488.94,163.62,229.54,4386.45,4182.18,204.27,4.88,204.27,99.69,NONE,NORMAL,MEDIUM,0
COST-000113,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 08:00:00,42,382.49,196.89,71.09,136.38,3251.16,7.5,484.55,183.63,291.49,4218.32,4182.18,36.15,0.86,36.15,100.44,NONE,NORMAL,LOW,0
COST-000114,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 09:00:00,88,591.75,296.2,86.48,199.16,5029.92,10.95,356.22,163.69,250.96,5811.74,5954.56,-142.83,-2.4,0.0,66.04,NONE,NORMAL,NORMAL,0
COST-000115,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 10:00:00,109,619.27,294.51,89.88,252.33,5263.82,13.88,379.72,180.55,259.31,6097.28,5954.56,142.71,2.4,142.71,55.94,NONE,NORMAL,LOW,0
COST-000116,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 11:00:00,109,691.59,338.7,91.59,199.05,5878.48,10.95,480.5,178.47,251.51,6799.9,5954.56,845.34,14.2,845.34,62.38,NONE,WARNING,HIGH,0
COST-000117,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 12:00:00,103,524.25,212.49,99.43,209.09,4456.11,11.5,459.52,172.13,240.71,5339.96,5954.56,-614.6,-10.32,0.0,51.84,NONE,NORMAL,NORMAL,0
COST-000118,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 13:00:00,103,599.91,309.23,82.59,199.64,5099.22,10.98,502.57,164.21,289.87,6066.85,5954.56,112.29,1.89,112.29,58.9,NONE,NORMAL,LOW,0
COST-000119,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 14:00:00,114,599.5,280.9,105.72,228.81,5095.77,12.58,423.57,193.25,240.13,5965.31,5954.56,10.75,0.18,10.75,52.33,NONE,NORMAL,LOW,0
COST-000120,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 15:00:00,106,586.86,258.26,86.1,205.73,4988.27,11.32,353.78,187.16,235.76,5776.29,5954.56,-178.28,-2.99,0.0,54.49,NONE,NORMAL,NORMAL,0
COST-000121,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 16:00:00,115,702.87,237.98,220.15,214.11,5974.38,11.78,421.25,162.23,243.39,6813.03,5954.56,858.47,14.42,1139.17,59.24,EXCESS_LIGHTING,WARNING,CRITICAL,1
COST-000122,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 17:00:00,41,421.56,200.59,62.47,123.71,3583.3,6.8,426.72,190.07,229.34,4436.24,4402.78,33.46,0.76,33.46,108.2,NONE,NORMAL,LOW,0
COST-000123,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 18:00:00,43,461.94,238.15,71.11,129.24,3926.45,7.11,493.45,186.76,226.29,4840.07,4402.78,437.29,9.93,437.29,112.56,NONE,WARNING,MEDIUM,0
COST-000124,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 19:00:00,42,447.26,182.52,76.37,113.13,3801.75,6.22,440.31,163.65,288.98,4700.91,4402.78,298.13,6.77,298.13,111.93,NONE,WARNING,MEDIUM,0
COST-000125,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 20:00:00,39,426.98,209.65,56.24,138.69,3629.37,7.63,410.91,171.85,298.78,4518.53,4402.78,115.75,2.63,115.75,115.86,NONE,NORMAL,LOW,0
COST-000126,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 21:00:00,12,257.01,107.85,47.71,68.11,2184.59,3.75,373.09,164.97,274.08,3000.47,3295.55,-295.07,-8.95,0.0,250.04,NONE,NORMAL,NORMAL,0
COST-000127,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 22:00:00,10,303.47,156.01,42.66,86.95,2579.47,4.78,443.27,176.31,242.39,3446.22,3295.55,150.68,4.57,150.68,344.62,NONE,NORMAL,LOW,0
COST-000128,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-27 23:00:00,12,285.09,144.62,41.65,84.26,2423.24,4.63,341.23,185.46,249.75,3204.31,3295.55,-91.23,-2.77,0.0,267.03,NONE,NORMAL,NORMAL,0
COST-000129,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 00:00:00,8,252.3,130.23,36.08,78.96,2144.56,4.34,477.92,189.4,269.85,3086.07,2853.23,232.84,8.16,232.84,385.76,NONE,WARNING,MEDIUM,0
COST-000130,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 01:00:00,8,237.22,117.56,38.83,81.21,2016.36,4.47,357.03,186.68,254.56,2819.1,2853.23,-34.12,-1.2,0.0,352.39,NONE,NORMAL,NORMAL,0
COST-000131,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 02:00:00,8,210.56,85.85,35.95,82.02,1789.79,4.51,412.48,162.42,226.65,2595.85,2853.23,-257.38,-9.02,0.0,324.48,NONE,NORMAL,NORMAL,0
COST-000132,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 03:00:00,7,226.59,106.95,34.08,61.95,1926.03,3.41,480.5,190.07,224.09,2824.1,2853.23,-29.13,-1.02,0.0,403.44,NONE,NORMAL,NORMAL,0
COST-000133,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 04:00:00,7,233.22,100.06,46.43,76.83,1982.36,4.23,454.01,182.15,221.76,2844.51,2853.23,-8.72,-0.31,0.0,406.36,NONE,NORMAL,NORMAL,0
COST-000134,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 05:00:00,2,285.77,97.47,36.69,64.3,2429.02,3.54,390.11,197.19,236.67,3256.53,2853.23,403.3,14.13,694.78,1628.26,LOW_OCCUPANCY_HIGH_ENERGY,WARNING,HIGH,1
COST-000135,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 06:00:00,51,405.08,164.04,71.67,132.7,3443.21,7.3,438.97,172.76,293.95,4356.19,4182.18,174.01,4.16,174.01,85.42,NONE,NORMAL,LOW,0
COST-000136,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 07:00:00,51,393.99,194.64,68.1,135.95,3348.94,7.48,447.02,181.91,267.6,4252.94,4182.18,70.77,1.69,70.77,83.39,NONE,NORMAL,LOW,0
COST-000137,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 08:00:00,46,430.91,174.47,60.97,148.1,3662.74,8.15,445.25,179.25,269.03,4564.42,4182.18,382.24,9.14,382.24,99.23,NONE,WARNING,MEDIUM,0
COST-000138,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 09:00:00,100,583.21,285.37,111.41,176.16,4957.25,9.69,343.34,167.82,222.63,5700.72,5954.56,-253.85,-4.26,0.0,57.01,NONE,NORMAL,NORMAL,0
COST-000139,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 10:00:00,91,648.17,301.46,106.64,207.3,5509.42,11.4,406.29,169.33,286.56,6383.0,5954.56,428.43,7.2,428.43,70.14,NONE,WARNING,MEDIUM,0
COST-000140,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 11:00:00,97,645.35,306.83,117.12,205.63,5485.51,11.31,420.81,181.56,261.09,6360.29,5954.56,405.72,6.81,405.72,65.57,NONE,WARNING,MEDIUM,0
COST-000141,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 12:00:00,100,601.21,269.02,103.67,232.4,5110.26,12.78,502.68,172.22,249.01,6046.95,5954.56,92.39,1.55,92.39,60.47,NONE,NORMAL,LOW,0
COST-000142,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 13:00:00,109,569.85,285.11,83.49,171.82,4843.72,9.45,404.09,183.67,270.34,5711.27,5954.56,-243.3,-4.09,0.0,52.4,NONE,NORMAL,NORMAL,0
COST-000143,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 14:00:00,107,500.69,225.09,67.51,195.22,4255.86,10.74,435.61,182.86,272.68,5157.75,5954.56,-796.82,-13.38,0.0,48.2,NONE,NORMAL,NORMAL,0
COST-000144,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 15:00:00,103,609.23,266.51,96.22,198.25,5178.43,10.9,337.52,183.18,267.7,5977.74,5954.56,23.17,0.39,23.17,58.04,NONE,NORMAL,LOW,0
COST-000145,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 16:00:00,90,574.87,246.14,110.29,177.98,4886.37,9.79,448.46,167.25,256.06,5767.92,5954.56,-186.64,-3.13,0.0,64.09,NONE,NORMAL,NORMAL,0
COST-000146,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 17:00:00,39,433.12,186.37,67.2,124.39,3681.48,6.84,437.73,174.84,262.61,4563.51,4402.78,160.73,3.65,160.73,117.01,NONE,NORMAL,LOW,0
COST-000147,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 18:00:00,44,494.14,201.5,134.52,138.87,4200.22,7.64,374.83,163.86,270.92,5017.47,4402.78,614.69,13.96,786.2,114.03,EXCESS_LIGHTING,WARNING,HIGH,1
COST-000148,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 19:00:00,51,397.83,163.36,54.6,117.96,3381.58,6.49,451.62,176.31,258.43,4274.42,4402.78,-128.35,-2.92,0.0,83.81,NONE,NORMAL,NORMAL,0
COST-000149,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 20:00:00,35,430.66,199.23,66.32,112.74,3660.61,6.2,360.12,195.83,278.17,4500.92,4402.78,98.15,2.23,98.15,128.6,NONE,NORMAL,LOW,0
COST-000150,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 21:00:00,12,278.1,135.63,39.19,79.82,2363.88,4.39,497.84,171.19,272.61,3309.91,3295.55,14.37,0.44,14.37,275.83,NONE,NORMAL,LOW,0
COST-000151,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 22:00:00,12,289.94,116.58,42.65,83.87,2464.45,4.61,355.0,190.64,292.66,3307.36,3295.55,11.82,0.36,11.82,275.61,NONE,NORMAL,LOW,0
COST-000152,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-28 23:00:00,12,298.37,148.95,52.72,83.58,2536.17,4.6,394.56,167.73,268.19,3371.25,3295.55,75.7,2.3,75.7,280.94,NONE,NORMAL,LOW,0
COST-000153,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 00:00:00,9,227.48,118.11,41.55,75.24,1933.54,4.14,445.29,189.55,293.2,2865.72,2853.23,12.49,0.44,12.49,318.41,NONE,NORMAL,LOW,0
COST-000154,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 01:00:00,7,248.77,125.71,37.86,76.0,2114.51,4.18,399.11,172.69,271.63,2962.12,2853.23,108.89,3.82,108.89,423.16,NONE,NORMAL,LOW,0
COST-000155,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 02:00:00,9,210.05,99.39,35.59,82.23,1785.44,4.52,427.68,178.0,222.14,2617.78,2853.23,-235.44,-8.25,0.0,290.86,NONE,NORMAL,NORMAL,0
COST-000156,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 03:00:00,6,214.53,102.36,39.29,78.77,1823.53,4.33,427.12,196.25,287.08,2738.31,2853.23,-114.92,-4.03,0.0,456.38,NONE,NORMAL,NORMAL,0
COST-000157,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 04:00:00,7,236.8,108.27,37.32,86.84,2012.8,4.78,423.57,191.61,254.61,2887.36,2853.23,34.13,1.2,34.13,412.48,NONE,NORMAL,LOW,0
COST-000158,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 05:00:00,8,236.12,105.22,33.95,79.19,2007.0,4.36,368.69,167.99,269.15,2817.19,2853.23,-36.04,-1.26,0.0,352.15,NONE,NORMAL,NORMAL,0
COST-000159,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 06:00:00,56,397.59,203.39,66.5,121.85,3379.53,6.7,403.18,197.16,285.21,4271.79,4182.18,89.61,2.14,89.61,76.28,NONE,NORMAL,LOW,0
COST-000160,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 07:00:00,48,361.1,181.68,67.16,131.16,3069.34,7.21,385.61,190.56,235.45,3888.17,4182.18,-294.0,-7.03,0.0,81.0,NONE,NORMAL,NORMAL,0
COST-000161,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 08:00:00,46,411.74,169.0,77.04,135.48,3499.76,7.45,336.43,184.97,261.18,4289.8,4182.18,107.62,2.57,107.62,93.26,NONE,NORMAL,LOW,0
COST-000162,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 09:00:00,81,653.48,312.1,92.95,217.35,5554.54,11.95,488.19,189.72,264.42,6508.82,5954.56,554.26,9.31,554.26,80.36,NONE,WARNING,HIGH,0
COST-000163,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 10:00:00,95,553.7,270.11,104.97,227.56,4706.45,12.52,361.15,177.26,232.93,5490.31,5954.56,-464.26,-7.8,0.0,57.79,NONE,NORMAL,NORMAL,0
COST-000164,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 11:00:00,110,619.05,282.75,103.67,204.19,5261.9,11.23,388.46,170.29,237.08,6068.96,5954.56,114.4,1.92,114.4,55.17,NONE,NORMAL,LOW,0
COST-000165,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 12:00:00,91,629.51,299.55,84.41,202.94,5350.82,11.16,449.54,177.94,255.77,6245.23,5954.56,290.67,4.88,290.67,68.63,NONE,NORMAL,MEDIUM,0
COST-000166,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 13:00:00,97,641.64,303.1,98.56,201.51,5453.97,11.08,465.8,171.54,271.33,6373.72,5954.56,419.16,7.04,419.16,65.71,NONE,WARNING,MEDIUM,0
COST-000167,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 14:00:00,87,664.18,294.92,102.32,193.05,5645.52,10.62,448.49,164.52,270.93,6540.08,5954.56,585.52,9.83,585.52,75.17,NONE,WARNING,HIGH,0
COST-000168,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 15:00:00,126,624.43,300.73,91.26,184.07,5307.62,10.12,367.97,163.88,250.52,6100.12,5954.56,145.56,2.44,145.56,48.41,NONE,NORMAL,LOW,0
COST-000169,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 16:00:00,84,571.67,268.49,77.87,212.11,4859.22,11.67,364.64,176.74,253.97,5666.24,5954.56,-288.33,-4.84,0.0,67.46,NONE,NORMAL,NORMAL,0
COST-000170,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 17:00:00,15,448.57,144.2,68.97,118.33,3812.88,6.51,426.71,192.31,261.63,4700.05,4402.78,297.27,6.75,754.82,313.34,LOW_OCCUPANCY_HIGH_ENERGY,WARNING,HIGH,1
COST-000171,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 18:00:00,38,422.56,207.32,58.71,128.22,3591.78,7.05,342.07,172.91,241.52,4355.34,4402.78,-47.44,-1.08,0.0,114.61,NONE,NORMAL,NORMAL,0
COST-000172,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 19:00:00,44,395.49,202.66,66.75,120.89,3361.67,6.65,402.69,178.1,267.85,4216.96,4402.78,-185.82,-4.22,0.0,95.84,NONE,NORMAL,NORMAL,0
COST-000173,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 20:00:00,45,416.91,191.63,83.15,119.46,3543.74,6.57,355.55,191.43,250.69,4347.98,4402.78,-54.8,-1.24,0.0,96.62,NONE,NORMAL,NORMAL,0
COST-000174,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 21:00:00,13,297.38,129.82,40.34,86.61,2527.73,4.76,365.15,187.02,248.0,3332.66,3295.55,37.12,1.13,37.12,256.36,NONE,NORMAL,LOW,0
COST-000175,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 22:00:00,12,289.41,144.33,40.31,98.95,2460.01,5.44,365.37,180.09,252.1,3263.02,3295.55,-32.53,-0.99,0.0,271.92,NONE,NORMAL,NORMAL,0
COST-000176,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-29 23:00:00,12,278.56,113.7,36.72,76.09,2367.75,4.18,497.8,181.78,296.33,3347.85,3295.55,52.31,1.59,52.31,278.99,NONE,NORMAL,LOW,0
COST-000177,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 00:00:00,6,223.41,102.93,35.92,78.59,1898.98,4.32,440.09,185.41,232.86,2761.66,2853.23,-91.56,-3.21,0.0,460.28,NONE,NORMAL,NORMAL,0
COST-000178,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 01:00:00,7,222.72,115.68,29.85,76.46,1893.12,4.21,501.26,170.61,232.1,2801.29,2853.23,-51.94,-1.82,0.0,400.18,NONE,NORMAL,NORMAL,0
COST-000179,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 02:00:00,8,222.42,91.67,39.69,76.95,1890.6,4.23,472.75,184.15,244.89,2796.61,2853.23,-56.61,-1.98,0.0,349.58,NONE,NORMAL,NORMAL,0
COST-000180,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 03:00:00,7,242.18,109.26,33.7,90.92,2058.55,5.0,411.56,169.01,249.69,2893.81,2853.23,40.58,1.42,40.58,413.4,NONE,NORMAL,LOW,0
COST-000181,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 04:00:00,9,228.81,111.67,42.07,76.67,1944.91,4.22,339.22,171.35,280.3,2740.01,2853.23,-113.22,-3.97,0.0,304.45,NONE,NORMAL,NORMAL,0
COST-000182,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 05:00:00,8,235.78,100.4,30.85,69.97,2004.15,3.85,499.95,190.86,295.85,2994.65,2853.23,141.43,4.96,141.43,374.33,NONE,NORMAL,LOW,0
COST-000183,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 06:00:00,42,389.16,181.25,62.97,118.04,3307.82,6.49,459.88,179.14,250.32,4203.64,4182.18,21.47,0.51,21.47,100.09,NONE,NORMAL,LOW,0
COST-000184,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 07:00:00,47,366.12,180.94,70.46,106.73,3112.0,5.87,468.2,173.35,274.67,4034.1,4182.18,-148.08,-3.54,0.0,85.83,NONE,NORMAL,NORMAL,0
COST-000185,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 08:00:00,39,378.9,189.79,50.28,129.58,3220.62,7.13,446.77,194.22,270.66,4139.4,4182.18,-42.77,-1.02,0.0,106.14,NONE,NORMAL,NORMAL,0
COST-000186,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 09:00:00,114,571.19,264.01,80.26,213.08,4855.11,11.72,422.05,186.49,224.25,5699.62,5954.56,-254.95,-4.28,0.0,50.0,NONE,NORMAL,NORMAL,0
COST-000187,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 10:00:00,107,578.96,236.59,78.15,196.75,4921.17,10.82,394.75,189.89,272.59,5789.22,5954.56,-165.35,-2.78,0.0,54.1,NONE,NORMAL,NORMAL,0
COST-000188,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 11:00:00,118,579.1,238.48,102.05,202.92,4922.38,11.16,380.53,162.75,227.41,5704.24,5954.56,-250.33,-4.2,0.0,48.34,NONE,NORMAL,NORMAL,0
COST-000189,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 12:00:00,111,652.89,291.08,94.28,214.98,5549.52,11.82,444.18,181.09,224.27,6410.89,5954.56,456.32,7.66,456.32,57.76,NONE,WARNING,MEDIUM,0
COST-000190,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 13:00:00,95,658.93,322.72,123.1,240.51,5600.92,13.23,357.52,174.18,293.39,6439.24,5954.56,484.68,8.14,484.68,67.78,NONE,WARNING,MEDIUM,0
COST-000191,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 14:00:00,98,544.36,245.97,87.51,220.0,4627.1,12.1,356.41,169.11,290.18,5454.9,5954.56,-499.66,-8.39,0.0,55.66,NONE,NORMAL,NORMAL,0
COST-000192,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 15:00:00,106,541.88,269.81,103.12,225.61,4606.02,12.41,490.38,171.08,279.89,5559.78,5954.56,-394.78,-6.63,0.0,52.45,NONE,NORMAL,NORMAL,0
COST-000193,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 16:00:00,117,592.14,288.62,109.16,192.78,5033.17,10.6,501.42,195.75,224.37,5965.31,5954.56,10.75,0.18,10.75,50.99,NONE,NORMAL,LOW,0
COST-000194,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 17:00:00,44,413.25,201.3,77.38,122.4,3512.64,6.73,420.98,192.27,278.16,4410.78,4402.78,8.0,0.18,8.0,100.25,NONE,NORMAL,LOW,0
COST-000195,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 18:00:00,51,447.32,206.21,67.47,141.11,3802.19,7.76,442.9,189.4,233.49,4675.74,4402.78,272.96,6.2,272.96,91.68,NONE,WARNING,MEDIUM,0
COST-000196,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 19:00:00,44,408.71,175.58,73.92,123.06,3474.0,6.77,352.66,176.45,283.41,4293.29,4402.78,-109.49,-2.49,0.0,97.57,NONE,NORMAL,NORMAL,0
COST-000197,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 20:00:00,43,375.22,183.09,64.96,118.18,3189.35,6.5,429.11,162.19,280.36,4067.5,4402.78,-335.28,-7.62,0.0,94.59,NONE,NORMAL,NORMAL,0
COST-000198,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 21:00:00,11,256.97,107.38,38.9,75.34,2184.28,4.14,503.38,175.26,255.99,3123.06,3295.55,-172.49,-5.23,0.0,283.91,NONE,NORMAL,NORMAL,0
COST-000199,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 22:00:00,4,344.66,137.95,46.09,93.77,2929.62,5.16,401.13,176.48,289.19,3801.58,3295.55,506.04,15.36,857.59,950.4,LOW_OCCUPANCY_HIGH_ENERGY,HIGH,HIGH,1
COST-000200,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-30 23:00:00,11,321.88,132.77,46.92,83.19,2735.97,4.58,344.87,179.52,267.75,3532.69,3295.55,237.14,7.2,237.14,321.15,NONE,WARNING,MEDIUM,0
COST-000201,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 00:00:00,8,235.07,103.12,41.03,79.65,1998.13,4.38,500.97,169.55,285.36,2958.4,2853.23,105.17,3.69,105.17,369.8,NONE,NORMAL,LOW,0
COST-000202,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 01:00:00,7,196.26,81.39,35.62,79.12,1668.2,4.35,398.4,164.25,283.51,2518.71,2853.23,-334.52,-11.72,0.0,359.82,NONE,NORMAL,NORMAL,0
COST-000203,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 02:00:00,9,248.45,108.31,35.32,76.46,2111.83,4.21,451.23,197.68,279.28,3044.23,2853.23,191.01,6.69,191.01,338.25,NONE,WARNING,LOW,0
COST-000204,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 03:00:00,10,238.98,123.68,33.83,68.39,2031.3,3.76,434.42,183.11,275.42,2928.0,2853.23,74.78,2.62,74.78,292.8,NONE,NORMAL,LOW,0
COST-000205,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 04:00:00,7,212.69,96.86,34.81,81.12,1807.88,4.46,442.04,163.79,291.51,2709.67,2853.23,-143.55,-5.03,0.0,387.1,NONE,NORMAL,NORMAL,0
COST-000206,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 05:00:00,8,235.64,94.45,31.58,77.75,2002.91,4.28,358.07,176.36,292.96,2834.58,2853.23,-18.65,-0.65,0.0,354.32,NONE,NORMAL,NORMAL,0
COST-000207,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 06:00:00,45,389.5,169.02,51.85,139.75,3310.75,7.69,398.36,177.44,286.89,4181.13,4182.18,-1.05,-0.02,0.0,92.91,NONE,NORMAL,NORMAL,0
COST-000208,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 07:00:00,43,370.4,186.08,49.36,125.44,3148.43,6.9,430.41,174.45,245.58,4005.78,4182.18,-176.4,-4.22,0.0,93.16,NONE,NORMAL,NORMAL,0
COST-000209,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 08:00:00,46,393.03,168.38,71.24,119.4,3340.75,6.57,402.1,191.8,282.44,4223.66,4182.18,41.48,0.99,41.48,91.82,NONE,NORMAL,LOW,0
COST-000210,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 09:00:00,106,593.63,307.23,83.2,249.87,5045.82,13.74,368.12,174.18,245.08,5846.94,5954.56,-107.62,-1.81,0.0,55.16,NONE,NORMAL,NORMAL,0
COST-000211,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-08-31 10:00:00,98,666.2,273.58,118.49,216.55,5662.73,11.91,403.87,181.53,282.75,6542.79,5954.56,588.23,9.88,588.23,66.76,NONE,WARNING,HIGH,0
